 CODICE_IVASS;TIPO_ALBO;DATA_ISCRIZIONE_ALBO_ELENCO;DATA_CANCELLAZIONE_ALBO_ELENCO;DENOMINAZIONE_IMPRESA;CODICE_FISCALE;CLASSIFICAZIONE;INDIRIZZO_SEDE_LEGALE_RAPPRESENTANZA_IN_ITALIA;INDIRIZZO_DIREZIONE_GENERALE;INDIRIZZO_CASA_MADRE;TIPO_LAVORO;PEC
40316;Elenco II - imprese di assicurazione con sede legale in un altro Stato membro ammesse ad operare in Italia in libertà di prestazione di servizi;2010-01-20;9999-12-31;BPCE VIE; ;IMPRESA SEE CHE OPERA IN LIBERA PRESTAZIONE DI SERVIZI;;;30, AVENUE PIERRE MENDÈS-FRANCE  PARIGI FRANCIA;VITA; 
41092;Elenco II - imprese di assicurazione con sede legale in un altro Stato membro ammesse ad operare in Italia in libertà di prestazione di servizi;2022-02-15;9999-12-31;BPI VIDA E PENSOES - COMPANHIA DE SEGUROS, SA; ;IMPRESA SEE CHE OPERA IN LIBERA PRESTAZIONE DI SERVIZI;;;AVENIDA PRAIA DA VITÓRIA, N. º 71, 3.º 1050  LISBONA PORTOGALLO;VITA; 
40652;Elenco II - imprese di assicurazione con sede legale in un altro Stato membro ammesse ad operare in Italia in libertà di prestazione di servizi;2015-10-21;9999-12-31;BUILDING BLOCK INSURANCE PCC LIMITED; ;IMPRESA SEE CHE OPERA IN LIBERA PRESTAZIONE DI SERVIZI;;;VISION EXCHANGE BUILDING TRIQ IT-TERRITORJALS, ZONE 1, CENTRAL BUSINESS DISTRICT (CBD 1070)  TA' XBIEX MALTA;DANNI; 
40582;Elenco II - imprese di assicurazione con sede legale in un altro Stato membro ammesse ad operare in Italia in libertà di prestazione di servizi;2014-08-08;9999-12-31;BULSTRAD LIFE VIENNA INSURANCE GROUP JSC; ;IMPRESA SEE CHE OPERA IN LIBERA PRESTAZIONE DI SERVIZI;;;6 SVETA SOFIA STR  SOFIA BULGARIA;PICCOLO CUMULO; 
40946;Elenco II - imprese di assicurazione con sede legale in un altro Stato membro ammesse ad operare in Italia in libertà di prestazione di servizi;2019-02-26;9999-12-31;BUPA GLOBAL DAC; ;IMPRESA SEE CHE OPERA IN LIBERA PRESTAZIONE DI SERVIZI;;;10, PEMBROKE PLACE , BALLSBRIDGE (DO4 V1W6)  DUBLINO IRLANDA;DANNI; 
20174;Elenco II - imprese di assicurazione con sede legale in un altro Stato membro ammesse ad operare in Italia in libertà di prestazione di servizi;2008-01-03;9999-12-31;CACI LIFE DAC;                ;IMPRESA SEE CHE OPERA IN LIBERA PRESTAZIONE DI SERVIZI;;;BEAUX LANE HOUSE - MERCER STREET LOWER  DUBLINO IRLANDA;VITA; 
10685;Elenco II - imprese di assicurazione con sede legale in un altro Stato membro ammesse ad operare in Italia in libertà di prestazione di servizi;2008-01-03;9999-12-31;CACI NON LIFE DAC;                ;IMPRESA SEE CHE OPERA IN LIBERA PRESTAZIONE DI SERVIZI;;;BEAUX LANE HOUSE - MERCER STREET LOWER  DUBLINO IRLANDA;DANNI; 
40189;Elenco II - imprese di assicurazione con sede legale in un altro Stato membro ammesse ad operare in Italia in libertà di prestazione di servizi;2008-03-25;9999-12-31;CAISSE DE REASSURANCE MUTUELLE AGRICOLE DU CENTRE MANCHE; ;IMPRESA SEE CHE OPERA IN LIBERA PRESTAZIONE DI SERVIZI;;;10, RUE BLAISE PASCAL  CHARTRES FRANCIA;DANNI; 
40253;Elenco II - imprese di assicurazione con sede legale in un altro Stato membro ammesse ad operare in Italia in libertà di prestazione di servizi;2009-02-04;9999-12-31;CAISSE REGIONALE D?ASSURANCES MUTUELLES AGRICOLES DE RHONE-ALPES AUVERGNE; ;IMPRESA SEE CHE OPERA IN LIBERA PRESTAZIONE DI SERVIZI;;;50, RUE DE SAINT-CYR, LYON CEDEX 09  LIONE FRANCIA;DANNI; 
41045;Elenco II - imprese di assicurazione con sede legale in un altro Stato membro ammesse ad operare in Italia in libertà di prestazione di servizi;2020-10-23;9999-12-31;CAISSE REGIONALE D’ASSURANCES MUTUELLES AGRICOLES NORD-EST; ;IMPRESA SEE CHE OPERA IN LIBERA PRESTAZIONE DI SERVIZI;;;2 RUE LÉON PATOUX –  CEDEX 2  REIMS FRANCIA;DANNI; 
40237;Elenco II - imprese di assicurazione con sede legale in un altro Stato membro ammesse ad operare in Italia in libertà di prestazione di servizi;2008-11-07;9999-12-31;CAISSE RÉGIONALE D'ASSURANCES MUTUELLES AGRICOLES BRETAGNE-PAYS DE LA; ;IMPRESA SEE CHE OPERA IN LIBERA PRESTAZIONE DI SERVIZI;;;23, BOULEVARD SOLFÉRINO CS 251209  RENNES FRANCIA;DANNI; 
40305;Elenco II - imprese di assicurazione con sede legale in un altro Stato membro ammesse ad operare in Italia in libertà di prestazione di servizi;2009-10-13;9999-12-31;CAISSE RÉGIONALE D'ASSURANCES MUTUELLES AGRICOLES PARIS VAL DE LA LOIRE ('GROUPAMA PARIS VAL DE LOIRE'); ;IMPRESA SEE CHE OPERA IN LIBERA PRESTAZIONE DI SERVIZI;;;161, AVENUE PAUL VAILLANT-COUTURIER  GENTILLY FRANCIA;DANNI; 
40413;Elenco II - imprese di assicurazione con sede legale in un altro Stato membro ammesse ad operare in Italia in libertà di prestazione di servizi;2011-09-16;9999-12-31;CAISSE RÉGIONALE D?ASSURANCES MUTUELLES AGRICOLES D?OC (GROUPAMA D?OC); ;IMPRESA SEE CHE OPERA IN LIBERA PRESTAZIONE DI SERVIZI;;;14 RUE VIDAILHAN   BALMA FRANCIA;DANNI; 
40638;Elenco II - imprese di assicurazione con sede legale in un altro Stato membro ammesse ad operare in Italia in libertà di prestazione di servizi;2015-07-29;9999-12-31;CAISSE RÉGIONALE D?ASSURANCES MUTUELLES AGRICOLES MÉDITERANÉE (GROUPAMA MÉDITERRANÉE); ;IMPRESA SEE CHE OPERA IN LIBERA PRESTAZIONE DI SERVIZI;;;24 PARC DU GOLF - ZAC DE PICHAURY  AIX EN PROVENCE FRANCIA;DANNI; 
40286;Elenco II - imprese di assicurazione con sede legale in un altro Stato membro ammesse ad operare in Italia in libertà di prestazione di servizi;2009-07-31;9999-12-31;CAJA DE SEGUROS REUNIDOS, COMPAÑIA DE SEGUROS Y REASEGUROS, S.A (CASAR); ;IMPRESA SEE CHE OPERA IN LIBERA PRESTAZIONE DI SERVIZI;;;C/ AV DE BURGOS N° 109  MADRID SPAGNA;DANNI; 
20136;Elenco II - imprese di assicurazione con sede legale in un altro Stato membro ammesse ad operare in Italia in libertà di prestazione di servizi;2008-01-03;9999-12-31;CALI EUROPE S.A.; ;IMPRESA SEE CHE OPERA IN LIBERA PRESTAZIONE DI SERVIZI;;;9, ALLÉE SCHEFFER BUILDING C - 2520  LUSSEMBURGO LUSSEMBURGO;VITA; 
40294;Elenco II - imprese di assicurazione con sede legale in un altro Stato membro ammesse ad operare in Italia in libertà di prestazione di servizi;2009-08-13;9999-12-31;CANADA LIFE INTERNATIONAL ASSURANCE (IRELAND) DESIGNATED ACTIVITY COMPANY; ;IMPRESA SEE CHE OPERA IN LIBERA PRESTAZIONE DI SERVIZI;;;IRISH LIFE CENTRE LOWER ABBEY STREET  DUBLINO IRLANDA;VITA; 
10459;Elenco II - imprese di assicurazione con sede legale in un altro Stato membro ammesse ad operare in Italia in libertà di prestazione di servizi;2008-01-03;9999-12-31;CANTERBURY INSURANCE DAC; ;IMPRESA SEE CHE OPERA IN LIBERA PRESTAZIONE DI SERVIZI;;;C/O AON INS. MANAGERS (DUBLIN) LTD. 3RD FLOOR THE METROPOLITAN BUILDING JAMES JOYCE STREET  DUBLINO IRLANDA;DANNI; 
20104;Elenco II - imprese di assicurazione con sede legale in un altro Stato membro ammesse ad operare in Italia in libertà di prestazione di servizi;2008-01-03;9999-12-31;CARDIF ASSURANCE VIE S.A.;                ;IMPRESA SEE CHE OPERA IN LIBERA PRESTAZIONE DI SERVIZI;;;1, BOULEVARD HAUSSMANN  PARIGI FRANCIA;VITA; 
10888;Elenco II - imprese di assicurazione con sede legale in un altro Stato membro ammesse ad operare in Italia in libertà di prestazione di servizi;2008-01-03;9999-12-31;CARDIF ASSURANCES RISQUES DIVERS S.A.;                ;IMPRESA SEE CHE OPERA IN LIBERA PRESTAZIONE DI SERVIZI;;;1, BOULEVARD HAUSSMANN  PARIGI FRANCIA;DANNI; 
20061;Elenco II - imprese di assicurazione con sede legale in un altro Stato membro ammesse ad operare in Italia in libertà di prestazione di servizi;2008-01-03;9999-12-31;CARDIF LUX VIE S.A.; ;IMPRESA SEE CHE OPERA IN LIBERA PRESTAZIONE DI SERVIZI;;;23-25 AVENUE DE LA PORTE-NEUVE   LUSSEMBURGO LUSSEMBURGO;VITA; 
10244;Elenco II - imprese di assicurazione con sede legale in un altro Stato membro ammesse ad operare in Italia in libertà di prestazione di servizi;2008-01-03;9999-12-31;CARE EUROPE LIMITED; ;IMPRESA SEE CHE OPERA IN LIBERA PRESTAZIONE DI SERVIZI;;;C/O AIG INSURANCE MANAGEMENT SERVICES, AIG CENTRE NORTH WALL QUAY  DUBLINO IRLANDA;DANNI; 
40383;Elenco II - imprese di assicurazione con sede legale in un altro Stato membro ammesse ad operare in Italia in libertà di prestazione di servizi;2011-03-03;9999-12-31;CARMA S.A.; ;IMPRESA SEE CHE OPERA IN LIBERA PRESTAZIONE DI SERVIZI;;;ZAE SAINT GUÉNAULT, 1 RUE JEAN MERMOZ - EVRY-COURCOURONNES  EVRY FRANCIA;DANNI; 
40382;Elenco II - imprese di assicurazione con sede legale in un altro Stato membro ammesse ad operare in Italia in libertà di prestazione di servizi;2011-03-03;9999-12-31;CARMA VIE S.A.; ;IMPRESA SEE CHE OPERA IN LIBERA PRESTAZIONE DI SERVIZI;;;ZAE SAINT GUÉNAULT, 1 RUE JEAN MERMOZ - EVRY-COURCOURONNES  EVRY FRANCIA;VITA; 
10584;Elenco II - imprese di assicurazione con sede legale in un altro Stato membro ammesse ad operare in Italia in libertà di prestazione di servizi;2008-01-03;9999-12-31;CARRAIG INSURANCE DAC; ;IMPRESA SEE CHE OPERA IN LIBERA PRESTAZIONE DI SERVIZI;;;C/O AON INS. MANAGERS (DUBLIN) LTD. 3RD FLOOR THE METROPOLITAN BUILDING JAMES JOYCE STREET  DUBLINO IRLANDA;DANNI; 
41121;Elenco II - imprese di assicurazione con sede legale in un altro Stato membro ammesse ad operare in Italia in libertà di prestazione di servizi;2023-01-30;9999-12-31;CESKÁ PODNIKATELSKÁ POJIST'OVNA, A.S., VIENNA INSURANCE GROUP; ;IMPRESA SEE CHE OPERA IN LIBERA PRESTAZIONE DI SERVIZI;;;POBŘEŽNÍ 665/23 186 00 PRAHA 8  PRAGA CECA, REPUBBLICA;DANNI; 
40531;Elenco II - imprese di assicurazione con sede legale in un altro Stato membro ammesse ad operare in Italia in libertà di prestazione di servizi;2013-06-27;9999-12-31;CFDP ASSURANCE SA; ;IMPRESA SEE CHE OPERA IN LIBERA PRESTAZIONE DI SERVIZI;;;62 RUE DE BONNEL  LIONE FRANCIA;DANNI; 
40391;Elenco II - imprese di assicurazione con sede legale in un altro Stato membro ammesse ad operare in Italia in libertà di prestazione di servizi;2011-05-26;9999-12-31;CG CAR-GARANTIE VERSICHERUNGS-AKTIENGESELLSCHAFT;                ;IMPRESA SEE CHE OPERA IN LIBERA PRESTAZIONE DI SERVIZI;;;GUNDLINGER STRASSE 12 (D - 79111)  FREIBURG GERMANIA;DANNI; 
10460;Elenco II - imprese di assicurazione con sede legale in un altro Stato membro ammesse ad operare in Italia in libertà di prestazione di servizi;2008-01-03;9999-12-31;CHARTIS EXCESS LIMITED; ;IMPRESA SEE CHE OPERA IN LIBERA PRESTAZIONE DI SERVIZI;;;C/O AIG INSURANCE MANAGEMENT SERVICE, AIG CENTRE, NORTH WALL QUAY  DUBLINO IRLANDA;DANNI; 
40757;Elenco II - imprese di assicurazione con sede legale in un altro Stato membro ammesse ad operare in Italia in libertà di prestazione di servizi;2017-07-25;9999-12-31;CHAUCER INSURANCE COMPANY DAC; ;IMPRESA SEE CHE OPERA IN LIBERA PRESTAZIONE DI SERVIZI;;;38 & 39 BAGGOT STREET LOWER (D02 T398 DUBLIN  2)  DUBLINO IRLANDA;DANNI; 
40624;Elenco II - imprese di assicurazione con sede legale in un altro Stato membro ammesse ad operare in Italia in libertà di prestazione di servizi;2015-03-02;9999-12-31;CHUBB BERMUDA INTERNATIONAL INSURANCE (IRELAND) DAC; ;IMPRESA SEE CHE OPERA IN LIBERA PRESTAZIONE DI SERVIZI;;;DUBLINO IRLANDA;DANNI; 
40917;Elenco II - imprese di assicurazione con sede legale in un altro Stato membro ammesse ad operare in Italia in libertà di prestazione di servizi;2018-12-27;9999-12-31;CHUBB EUROPEAN GROUP SE; ;IMPRESA SEE CHE OPERA IN LIBERA PRESTAZIONE DI SERVIZI;;;BARMHERZIGENGASSE 17/3/64  VIENNA AUSTRIA;DANNI; 
40916;Elenco II - imprese di assicurazione con sede legale in un altro Stato membro ammesse ad operare in Italia in libertà di prestazione di servizi;2018-12-27;9999-12-31;CHUBB EUROPEAN GROUP SE; ;IMPRESA SEE CHE OPERA IN LIBERA PRESTAZIONE DI SERVIZI;;;AVENUE DE NERVIENS 9-31  BRUXELLES BELGIO;DANNI; 
40915;Elenco II - imprese di assicurazione con sede legale in un altro Stato membro ammesse ad operare in Italia in libertà di prestazione di servizi;2018-12-27;9999-12-31;CHUBB EUROPEAN GROUP SE; ;IMPRESA SEE CHE OPERA IN LIBERA PRESTAZIONE DI SERVIZI;;;KALVEBOD BYGGE 45  COPENAGHEN DANIMARCA;DANNI; 
40914;Elenco II - imprese di assicurazione con sede legale in un altro Stato membro ammesse ad operare in Italia in libertà di prestazione di servizi;2019-01-11;9999-12-31;CHUBB EUROPEAN GROUP SE; ;IMPRESA SEE CHE OPERA IN LIBERA PRESTAZIONE DI SERVIZI;;;ALEXANDERINKATU 17  HELSINKI FINLANDIA;DANNI; 
40913;Elenco II - imprese di assicurazione con sede legale in un altro Stato membro ammesse ad operare in Italia in libertà di prestazione di servizi;2018-12-27;9999-12-31;CHUBB EUROPEAN GROUP SE;                ;IMPRESA SEE CHE OPERA IN LIBERA PRESTAZIONE DI SERVIZI;;;LA TOUR CARPE DIEM, 31 PLACE DES COROLLES, ESPLANADE NORD  COURBEVOIE FRANCIA;DANNI; 
40912;Elenco II - imprese di assicurazione con sede legale in un altro Stato membro ammesse ad operare in Italia in libertà di prestazione di servizi;2018-12-27;9999-12-31;CHUBB EUROPEAN GROUP SE; ;IMPRESA SEE CHE OPERA IN LIBERA PRESTAZIONE DI SERVIZI;;;LURGIALLEE 10  FRANCOFORTE SUL MENO GERMANIA;DANNI; 
40911;Elenco II - imprese di assicurazione con sede legale in un altro Stato membro ammesse ad operare in Italia in libertà di prestazione di servizi;2018-12-27;9999-12-31;CHUBB EUROPEAN GROUP SE; ;IMPRESA SEE CHE OPERA IN LIBERA PRESTAZIONE DI SERVIZI;;;GROUND FLOOR, GUILD HOUSE STREET INTERNATIONAL FINANCIAL SERVICES CENTRE DUBLINO 1  DUBLINO IRLANDA;DANNI; 
40910;Elenco II - imprese di assicurazione con sede legale in un altro Stato membro ammesse ad operare in Italia in libertà di prestazione di servizi;2019-01-11;9999-12-31;CHUBB EUROPEAN GROUP SE; ;IMPRESA SEE CHE OPERA IN LIBERA PRESTAZIONE DI SERVIZI;;;MARTEN MEESWEG 8-10  ROTTERDAM PAESI BASSI;DANNI; 
40909;Elenco II - imprese di assicurazione con sede legale in un altro Stato membro ammesse ad operare in Italia in libertà di prestazione di servizi;2019-01-11;9999-12-31;CHUBB EUROPEAN GROUP SE; ;IMPRESA SEE CHE OPERA IN LIBERA PRESTAZIONE DI SERVIZI;;;STORTORVET 3  OSLO NORVEGIA;DANNI; 
40908;Elenco II - imprese di assicurazione con sede legale in un altro Stato membro ammesse ad operare in Italia in libertà di prestazione di servizi;2019-01-11;9999-12-31;CHUBB EUROPEAN GROUP SE; ;IMPRESA SEE CHE OPERA IN LIBERA PRESTAZIONE DI SERVIZI;;;FRANCISCO GERV. 13 APARTADO  MADRID SPAGNA;DANNI; 
40907;Elenco II - imprese di assicurazione con sede legale in un altro Stato membro ammesse ad operare in Italia in libertà di prestazione di servizi;2019-01-11;9999-12-31;CHUBB EUROPEAN GROUP SE; ;IMPRESA SEE CHE OPERA IN LIBERA PRESTAZIONE DI SERVIZI;;;U1 CHMIELNA 87/87 (00-805)  VARSAVIA POLONIA;DANNI; 
40906;Elenco II - imprese di assicurazione con sede legale in un altro Stato membro ammesse ad operare in Italia in libertà di prestazione di servizi;2019-01-11;9999-12-31;CHUBB EUROPEAN GROUP SE; ;IMPRESA SEE CHE OPERA IN LIBERA PRESTAZIONE DI SERVIZI;;;AVENIDA DE LIBERDADE 110 (1269 - 046)  LISBONA PORTOGALLO;DANNI; 
40905;Elenco II - imprese di assicurazione con sede legale in un altro Stato membro ammesse ad operare in Italia in libertà di prestazione di servizi;2019-01-11;9999-12-31;CHUBB EUROPEAN GROUP SE; ;IMPRESA SEE CHE OPERA IN LIBERA PRESTAZIONE DI SERVIZI;;;ST ERIKSGATAN 44  STOCCOLMA SVEZIA;DANNI; 
41114;Elenco II - imprese di assicurazione con sede legale in un altro Stato membro ammesse ad operare in Italia in libertà di prestazione di servizi;2022-12-07;9999-12-31;CHUBB EUROPEAN GROUP SE; ;IMPRESA SEE CHE OPERA IN LIBERA PRESTAZIONE DI SERVIZI;;;SZABADSÁG TÉR 7  BUDAPEST UNGHERIA;DANNI; 
41115;Elenco II - imprese di assicurazione con sede legale in un altro Stato membro ammesse ad operare in Italia in libertà di prestazione di servizi;2022-12-07;9999-12-31;CHUBB EUROPEAN GROUP SE; ;IMPRESA SEE CHE OPERA IN LIBERA PRESTAZIONE DI SERVIZI;;;POBŘEŽNÍ 620/3 - 186 00  PRAGA CECA, REPUBBLICA;DANNI; 
40924;Elenco II - imprese di assicurazione con sede legale in un altro Stato membro ammesse ad operare in Italia in libertà di prestazione di servizi;2019-01-14;9999-12-31;CHUBB LIFE EUROPE SE; ;IMPRESA SEE CHE OPERA IN LIBERA PRESTAZIONE DI SERVIZI;;;MARTEN MEESWEG 8-10 (3068 AV)  ROTTERDAM PAESI BASSI;VITA; 
40920;Elenco II - imprese di assicurazione con sede legale in un altro Stato membro ammesse ad operare in Italia in libertà di prestazione di servizi;2019-01-14;9999-12-31;CHUBB LIFE EUROPE SE; ;IMPRESA SEE CHE OPERA IN LIBERA PRESTAZIONE DI SERVIZI;;;MANNERHEIMINTIE 12B  HELSINKI FINLANDIA;VITA; 
40925;Elenco II - imprese di assicurazione con sede legale in un altro Stato membro ammesse ad operare in Italia in libertà di prestazione di servizi;2019-01-14;9999-12-31;CHUBB LIFE EUROPE SE; ;IMPRESA SEE CHE OPERA IN LIBERA PRESTAZIONE DI SERVIZI;;;LURGIALLE 10  FRANCOFORTE SUL MENO GERMANIA;VITA; 
40922;Elenco II - imprese di assicurazione con sede legale in un altro Stato membro ammesse ad operare in Italia in libertà di prestazione di servizi;2019-01-14;9999-12-31;CHUBB LIFE EUROPE SE; ;IMPRESA SEE CHE OPERA IN LIBERA PRESTAZIONE DI SERVIZI;;;FRANCISCO GERVAS13  MADRID SPAGNA;VITA; 
40928;Elenco II - imprese di assicurazione con sede legale in un altro Stato membro ammesse ad operare in Italia in libertà di prestazione di servizi;2019-01-17;9999-12-31;CHUBB LIFE EUROPE SE; ;IMPRESA SEE CHE OPERA IN LIBERA PRESTAZIONE DI SERVIZI;;;31 PLACE DES COROLLES  COURBEVOIE FRANCIA;VITA; 
40919;Elenco II - imprese di assicurazione con sede legale in un altro Stato membro ammesse ad operare in Italia in libertà di prestazione di servizi;2019-01-14;9999-12-31;CHUBB LIFE EUROPE SE; ;IMPRESA SEE CHE OPERA IN LIBERA PRESTAZIONE DI SERVIZI;;;CJHA BROSS PLASS 2C  OSLO NORVEGIA;VITA; 
40927;Elenco II - imprese di assicurazione con sede legale in un altro Stato membro ammesse ad operare in Italia in libertà di prestazione di servizi;2019-01-17;9999-12-31;CHUBB LIFE EUROPE SE; ;IMPRESA SEE CHE OPERA IN LIBERA PRESTAZIONE DI SERVIZI;;;VESTERGARDE 2A (1456 K)  COPENAGHEN DANIMARCA;VITA; 
40923;Elenco II - imprese di assicurazione con sede legale in un altro Stato membro ammesse ad operare in Italia in libertà di prestazione di servizi;2019-01-14;9999-12-31;CHUBB LIFE EUROPE SE; ;IMPRESA SEE CHE OPERA IN LIBERA PRESTAZIONE DI SERVIZI;;;QUINTA DA FONTE, EDIFICIO D. MANUEL I - PISO 3 (2770-071)  LISBONA PORTOGALLO;VITA; 
40921;Elenco II - imprese di assicurazione con sede legale in un altro Stato membro ammesse ad operare in Italia in libertà di prestazione di servizi;2019-01-14;9999-12-31;CHUBB LIFE EUROPE SE; ;IMPRESA SEE CHE OPERA IN LIBERA PRESTAZIONE DI SERVIZI;;;KLARABERGSVIADUKTEN 90  STOCCOLMA SVEZIA;VITA; 
40926;Elenco II - imprese di assicurazione con sede legale in un altro Stato membro ammesse ad operare in Italia in libertà di prestazione di servizi;2019-01-17;9999-12-31;CHUBB LIFE EUROPE SE; ;IMPRESA SEE CHE OPERA IN LIBERA PRESTAZIONE DI SERVIZI;;;AVENUE DES NERVIENS 9 - 13  BRUXELLES BELGIO;VITA; 
40583;Elenco II - imprese di assicurazione con sede legale in un altro Stato membro ammesse ad operare in Italia in libertà di prestazione di servizi;2014-07-07;9999-12-31;CIG PANNÓNIA ELSÓ MAGYAR ÁLTALÁNOS BIZTOSÍTÓ ZRT; ;IMPRESA SEE CHE OPERA IN LIBERA PRESTAZIONE DI SERVIZI;;;FLÓRIÁN TÉR 1 ADÓSZÁM  BUDAPEST UNGHERIA;DANNI; 
10569;Elenco II - imprese di assicurazione con sede legale in un altro Stato membro ammesse ad operare in Italia in libertà di prestazione di servizi;2008-01-03;9999-12-31;CIGNA EUROPE INSURANCE COMPANY OF EUROPE S.A. - N.V.; ;IMPRESA SEE CHE OPERA IN LIBERA PRESTAZIONE DI SERVIZI;;;AVENUE DE CORTENBERGH, 52   BRUXELLES BELGIO;DANNI; 
10571;Elenco II - imprese di assicurazione con sede legale in un altro Stato membro ammesse ad operare in Italia in libertà di prestazione di servizi;2008-01-03;9999-12-31;CIGNA LIFE INSURANCE COMPANY OF EUROPE S.A.; ;IMPRESA SEE CHE OPERA IN LIBERA PRESTAZIONE DI SERVIZI;;;PASEO DEL CLUB DEPORTIVO 1, EDIFICIO 14, PLANTA 1, POZUELO DE ALARCÓN,  MADRID SPAGNA;DANNI; 
10565;Elenco II - imprese di assicurazione con sede legale in un altro Stato membro ammesse ad operare in Italia in libertà di prestazione di servizi;2008-01-03;9999-12-31;CIGNA LIFE INSURANCE COMPANY OF EUROPE S.A.; ;IMPRESA SEE CHE OPERA IN LIBERA PRESTAZIONE DI SERVIZI;;;19 BOULEVARD MALESHERBES  PARIGI FRANCIA;PICCOLO CUMULO; 
10564;Elenco II - imprese di assicurazione con sede legale in un altro Stato membro ammesse ad operare in Italia in libertà di prestazione di servizi;2008-01-03;9999-12-31;CIGNA LIFE INSURANCE COMPANY OF EUROPE S.A.;                ;IMPRESA SEE CHE OPERA IN LIBERA PRESTAZIONE DI SERVIZI;;;PLANTIN EN MORETUSLEI 309 - 2140  ANVERSA BELGIO;PICCOLO CUMULO; 
40894;Elenco II - imprese di assicurazione con sede legale in un altro Stato membro ammesse ad operare in Italia in libertà di prestazione di servizi;2018-12-07;9999-12-31;CNA INSURANCE COMPANY (EUROPE) S.A.; ;IMPRESA SEE CHE OPERA IN LIBERA PRESTAZIONE DI SERVIZI;;;ATLANTIS ACCESS BUILDING KEIZER KARELLAAN  586, AVENUE CHARLES QUINT  (B-1082)  BRUXELLES BELGIO;DANNI; 
40893;Elenco II - imprese di assicurazione con sede legale in un altro Stato membro ammesse ad operare in Italia in libertà di prestazione di servizi;2018-12-07;9999-12-31;CNA INSURANCE COMPANY (EUROPE) S.A.; ;IMPRESA SEE CHE OPERA IN LIBERA PRESTAZIONE DI SERVIZI;;;HAMMERENSGADE, 6  1ST FLOOR (DK 1267)  COPENAGHEN DANIMARCA;DANNI; 
41051;Elenco II - imprese di assicurazione con sede legale in un altro Stato membro ammesse ad operare in Italia in libertà di prestazione di servizi;2021-02-18;9999-12-31;CNA INSURANCE COMPANY (EUROPE) S.A.;                ;IMPRESA SEE CHE OPERA IN LIBERA PRESTAZIONE DI SERVIZI;;;35F, AVENUE JOHN F. KENNEDY (L-1855 )  LUSSEMBURGO LUSSEMBURGO;DANNI; 
40895;Elenco II - imprese di assicurazione con sede legale in un altro Stato membro ammesse ad operare in Italia in libertà di prestazione di servizi;2018-12-07;9999-12-31;CNA INSURANCE COMPANY (EUROPE) S.A.; ;IMPRESA SEE CHE OPERA IN LIBERA PRESTAZIONE DI SERVIZI;;;IM MEDIAPARK, 8 (D-50670)  COLONIA GERMANIA;DANNI; 
